index,token,embedding_file
126,a carpet of blue green,embeddings_output/performance/embeddings_performance1.npy
127,"trees, with",embeddings_output/performance/embeddings_performance1.npy
128,a brown river snaking,embeddings_output/performance/embeddings_performance1.npy
129,through it.,embeddings_output/performance/embeddings_performance1.npy
130,"It looked beautiful,",embeddings_output/performance/embeddings_performance1.npy
131,and completely,embeddings_output/performance/embeddings_performance1.npy
132,wild.,embeddings_output/performance/embeddings_performance1.npy
133,"Stepping out onto the runway,",embeddings_output/performance/embeddings_performance1.npy
134,a blast,embeddings_output/performance/embeddings_performance1.npy
135,of steamy air hit,embeddings_output/performance/embeddings_performance1.npy
136,"Carmen face,",embeddings_output/performance/embeddings_performance1.npy
137,filling her,embeddings_output/performance/embeddings_performance1.npy
138,mouth and nostrils.,embeddings_output/performance/embeddings_performance1.npy
139,"Whoa,",embeddings_output/performance/embeddings_performance1.npy
140,she thought to herself.,embeddings_output/performance/embeddings_performance1.npy
141,Welcome to the jungle.,embeddings_output/performance/embeddings_performance1.npy
142,Inside,embeddings_output/performance/embeddings_performance1.npy
143,the tiny airport,embeddings_output/performance/embeddings_performance1.npy
144,"terminal, a man",embeddings_output/performance/embeddings_performance1.npy
145,stood clutching,embeddings_output/performance/embeddings_performance1.npy
146,a piece of paper with Carmen,embeddings_output/performance/embeddings_performance1.npy
147,name on it.,embeddings_output/performance/embeddings_performance1.npy
148,Antonio,embeddings_output/performance/embeddings_performance1.npy
149,the man said,embeddings_output/performance/embeddings_performance1.npy
150,pointing at his chest.,embeddings_output/performance/embeddings_performance1.npy
151,He motioned for Carmen,embeddings_output/performance/embeddings_performance1.npy
152,to follow him.,embeddings_output/performance/embeddings_performance1.npy
153,They walked out,embeddings_output/performance/embeddings_performance1.npy
154,of the terminal and,embeddings_output/performance/embeddings_performance1.npy
155,Carmen was once again,embeddings_output/performance/embeddings_performance1.npy
156,hit by a wave,embeddings_output/performance/embeddings_performance1.npy
157,of humid air.,embeddings_output/performance/embeddings_performance1.npy
158,Antonio,embeddings_output/performance/embeddings_performance1.npy
159,led her to a,embeddings_output/performance/embeddings_performance1.npy
160,rundown motorcycle,embeddings_output/performance/embeddings_performance1.npy
161,with a seat attached,embeddings_output/performance/embeddings_performance1.npy
162,to the back.,embeddings_output/performance/embeddings_performance1.npy
163,Carmen sat down,embeddings_output/performance/embeddings_performance1.npy
164,apprehensively.,embeddings_output/performance/embeddings_performance1.npy
165,But,embeddings_output/performance/embeddings_performance1.npy
166,once Antonio started,embeddings_output/performance/embeddings_performance1.npy
167,"driving, the breeze",embeddings_output/performance/embeddings_performance1.npy
168,felt wonderful,embeddings_output/performance/embeddings_performance1.npy
169,against Carmen skin.,embeddings_output/performance/embeddings_performance1.npy
170,The main road,embeddings_output/performance/embeddings_performance1.npy
171,through the town,embeddings_output/performance/embeddings_performance1.npy
172,was full of sights,embeddings_output/performance/embeddings_performance1.npy
173,and sounds,embeddings_output/performance/embeddings_performance1.npy
174,children darted,embeddings_output/performance/embeddings_performance1.npy
175,between the vehicles,embeddings_output/performance/embeddings_performance1.npy
176,women in,embeddings_output/performance/embeddings_performance1.npy
177,flipflops carrying,embeddings_output/performance/embeddings_performance1.npy
178,huge baskets of,embeddings_output/performance/embeddings_performance1.npy
179,goods,embeddings_output/performance/embeddings_performance1.npy
180,street vendors,embeddings_output/performance/embeddings_performance1.npy
181,sold giant tropical,embeddings_output/performance/embeddings_performance1.npy
182,fruits that Carmen,embeddings_output/performance/embeddings_performance1.npy
183,could not name.,embeddings_output/performance/embeddings_performance1.npy
184,"Soon,",embeddings_output/performance/embeddings_performance1.npy
185,Antonio turned,embeddings_output/performance/embeddings_performance1.npy
186,onto a side street,embeddings_output/performance/embeddings_performance1.npy
187,which led down,embeddings_output/performance/embeddings_performance1.npy
188,to a river.,embeddings_output/performance/embeddings_performance1.npy
189,"There, a boat",embeddings_output/performance/embeddings_performance1.npy
190,was waiting to take,embeddings_output/performance/embeddings_performance1.npy
191,her on the final leg,embeddings_output/performance/embeddings_performance1.npy
192,of the journey to,embeddings_output/performance/embeddings_performance1.npy
193,the remote village.,embeddings_output/performance/embeddings_performance1.npy
194,Once Carmen and,embeddings_output/performance/embeddings_performance1.npy
195,her suitcase were safely,embeddings_output/performance/embeddings_performance1.npy
196,"inside the boat,",embeddings_output/performance/embeddings_performance1.npy
197,the driver set,embeddings_output/performance/embeddings_performance1.npy
198,off on the river.,embeddings_output/performance/embeddings_performance1.npy
199,By this,embeddings_output/performance/embeddings_performance1.npy
200,"time, the sun was setting,",embeddings_output/performance/embeddings_performance1.npy
201,and Carmen,embeddings_output/performance/embeddings_performance1.npy
202,swatted away mosquitos,embeddings_output/performance/embeddings_performance1.npy
203,as the driver,embeddings_output/performance/embeddings_performance1.npy
204,whistled to himself.,embeddings_output/performance/embeddings_performance1.npy
205,"The water was calm,",embeddings_output/performance/embeddings_performance1.npy
206,"the air still,",embeddings_output/performance/embeddings_performance1.npy
207,Carmen suddenly felt,embeddings_output/performance/embeddings_performance1.npy
208,very far from everything,embeddings_output/performance/embeddings_performance1.npy
209,and everyone,embeddings_output/performance/embeddings_performance1.npy
210,she knew.,embeddings_output/performance/embeddings_performance1.npy
211,After what felt like,embeddings_output/performance/embeddings_performance1.npy
212,"a very long time,",embeddings_output/performance/embeddings_performance1.npy
213,the driver,embeddings_output/performance/embeddings_performance1.npy
214,turned the boat toward,embeddings_output/performance/embeddings_performance1.npy
215,shore.,embeddings_output/performance/embeddings_performance1.npy
216,She wondered,embeddings_output/performance/embeddings_performance1.npy
217,how he had recognized,embeddings_output/performance/embeddings_performance1.npy
218,their destination,embeddings_output/performance/embeddings_performance1.npy
219,there was no,embeddings_output/performance/embeddings_performance1.npy
220,sign of civilization,embeddings_output/performance/embeddings_performance1.npy
221,anywhere.,embeddings_output/performance/embeddings_performance1.npy
222,Carmen,embeddings_output/performance/embeddings_performance1.npy
223,climbed awkwardly,embeddings_output/performance/embeddings_performance1.npy
224,onto the muddy,embeddings_output/performance/embeddings_performance1.npy
225,"riverbank,",embeddings_output/performance/embeddings_performance1.npy
226,trying to keep her balance,embeddings_output/performance/embeddings_performance1.npy
227,in the fading,embeddings_output/performance/embeddings_performance1.npy
228,light.,embeddings_output/performance/embeddings_performance1.npy
229,Just as she managed,embeddings_output/performance/embeddings_performance1.npy
230,to lift her suitcase,embeddings_output/performance/embeddings_performance1.npy
231,up beside,embeddings_output/performance/embeddings_performance1.npy
232,"her, she",embeddings_output/performance/embeddings_performance1.npy
233,looked out over,embeddings_output/performance/embeddings_performance1.npy
234,her shoulder to see the,embeddings_output/performance/embeddings_performance1.npy
235,driver was already,embeddings_output/performance/embeddings_performance1.npy
236,motoring back up,embeddings_output/performance/embeddings_performance1.npy
237,the river.,embeddings_output/performance/embeddings_performance1.npy
238,Wait! she called,embeddings_output/performance/embeddings_performance1.npy
239,"out, alarmed.",embeddings_output/performance/embeddings_performance1.npy
240,Where do I go,embeddings_output/performance/embeddings_performance1.npy
241,from here?,embeddings_output/performance/embeddings_performance1.npy
242,Her voice,embeddings_output/performance/embeddings_performance1.npy
243,was drowned out by,embeddings_output/performance/embeddings_performance1.npy
244,the buzzing of insects,embeddings_output/performance/embeddings_performance1.npy
245,and rushing,embeddings_output/performance/embeddings_performance1.npy
246,of the river.,embeddings_output/performance/embeddings_performance1.npy
247,She,embeddings_output/performance/embeddings_performance1.npy
248,looked around,embeddings_output/performance/embeddings_performance1.npy
249,nothing,embeddings_output/performance/embeddings_performance1.npy
250,but dense shadowy,embeddings_output/performance/embeddings_performance1.npy
251,rainforest.,embeddings_output/performance/embeddings_performance1.npy
252,Just as she was about,embeddings_output/performance/embeddings_performance1.npy
253,"to panic, she",embeddings_output/performance/embeddings_performance1.npy
254,heard footsteps,embeddings_output/performance/embeddings_performance1.npy
255,from within the brush.,embeddings_output/performance/embeddings_performance1.npy
256,A man emerged,embeddings_output/performance/embeddings_performance1.npy
257,"from the trees, holding",embeddings_output/performance/embeddings_performance1.npy
258,a lantern.,embeddings_output/performance/embeddings_performance1.npy
259,When he saw,embeddings_output/performance/embeddings_performance1.npy
260,"Carmen, he smiled",embeddings_output/performance/embeddings_performance1.npy
261,broadly.,embeddings_output/performance/embeddings_performance1.npy
262,"Hello, Dr.",embeddings_output/performance/embeddings_performance1.npy
263,Carmen- he said,embeddings_output/performance/embeddings_performance1.npy
264,I'm,embeddings_output/performance/embeddings_performance1.npy
265,Juan.,embeddings_output/performance/embeddings_performance1.npy
266,Juan Torres.,embeddings_output/performance/embeddings_performance1.npy
267,We thank you,embeddings_output/performance/embeddings_performance1.npy
268,very much for coming to,embeddings_output/performance/embeddings_performance1.npy
269,serve our village.,embeddings_output/performance/embeddings_performance1.npy
270,Though,embeddings_output/performance/embeddings_performance1.npy
271,he spoke with a heavy,embeddings_output/performance/embeddings_performance1.npy
272,"accent, his English",embeddings_output/performance/embeddings_performance1.npy
273,was very good.,embeddings_output/performance/embeddings_performance1.npy
274,With,embeddings_output/performance/embeddings_performance1.npy
275,"a sigh of relief,",embeddings_output/performance/embeddings_performance1.npy
276,Carmen smiled,embeddings_output/performance/embeddings_performance1.npy
277,and shook his hand.,embeddings_output/performance/embeddings_performance1.npy
278,Juan led her,embeddings_output/performance/embeddings_performance1.npy
279,down a narrow path,embeddings_output/performance/embeddings_performance1.npy
280,through the forest.,embeddings_output/performance/embeddings_performance1.npy
281,Carmen,embeddings_output/performance/embeddings_performance1.npy
282,struggled to keep,embeddings_output/performance/embeddings_performance1.npy
283,"up, tugging her suitcase",embeddings_output/performance/embeddings_performance1.npy
284,over the uneven,embeddings_output/performance/embeddings_performance1.npy
285,ground.,embeddings_output/performance/embeddings_performance1.npy
286,"Soon,",embeddings_output/performance/embeddings_performance1.npy
287,they emerged into,embeddings_output/performance/embeddings_performance1.npy
288,a clearing.,embeddings_output/performance/embeddings_performance1.npy
289,It was nearly pitch,embeddings_output/performance/embeddings_performance1.npy
290,"black now,",embeddings_output/performance/embeddings_performance1.npy
291,but Carmen could make,embeddings_output/performance/embeddings_performance1.npy
292,out the shapes of huts,embeddings_output/performance/embeddings_performance1.npy
293,with thatched,embeddings_output/performance/embeddings_performance1.npy
294,roofs.,embeddings_output/performance/embeddings_performance1.npy
295,Juan ushered,embeddings_output/performance/embeddings_performance1.npy
296,her towards one of,embeddings_output/performance/embeddings_performance1.npy
297,them.,embeddings_output/performance/embeddings_performance1.npy
298,Inside were a few,embeddings_output/performance/embeddings_performance1.npy
299,pieces of simple,embeddings_output/performance/embeddings_performance1.npy
300,wooden furniture,embeddings_output/performance/embeddings_performance1.npy
301,"a bed frame,",embeddings_output/performance/embeddings_performance1.npy
302,covered by a thin,embeddings_output/performance/embeddings_performance1.npy
303,mattress and a small,embeddings_output/performance/embeddings_performance1.npy
304,table.,embeddings_output/performance/embeddings_performance1.npy
305,The floor was packed,embeddings_output/performance/embeddings_performance1.npy
306,dirt.,embeddings_output/performance/embeddings_performance1.npy
307,Juan put,embeddings_output/performance/embeddings_performance1.npy
308,the lantern on the table.,embeddings_output/performance/embeddings_performance1.npy
309,You must be very,embeddings_output/performance/embeddings_performance1.npy
310,tired from the journey,embeddings_output/performance/embeddings_performance1.npy
311,he said.,embeddings_output/performance/embeddings_performance1.npy
312,You should rest now.,embeddings_output/performance/embeddings_performance1.npy
313,We will see,embeddings_output/performance/embeddings_performance1.npy
314,each other tomorrow.,embeddings_output/performance/embeddings_performance1.npy
315,He nodded,embeddings_output/performance/embeddings_performance1.npy
316,and bowed out of the,embeddings_output/performance/embeddings_performance1.npy
317,hut.,embeddings_output/performance/embeddings_performance1.npy
318,As soon,embeddings_output/performance/embeddings_performance1.npy
319,as Carmen sat down,embeddings_output/performance/embeddings_performance1.npy
320,"on the bed, she felt",embeddings_output/performance/embeddings_performance1.npy
321,completely exhausted.,embeddings_output/performance/embeddings_performance1.npy
322,She arranged the,embeddings_output/performance/embeddings_performance1.npy
323,mosquito net around,embeddings_output/performance/embeddings_performance1.npy
324,her as best she,embeddings_output/performance/embeddings_performance1.npy
325,could and,embeddings_output/performance/embeddings_performance1.npy
326,fell immediately into,embeddings_output/performance/embeddings_performance1.npy
327,a deep sleep.,embeddings_output/performance/embeddings_performance1.npy
328,Carmen,embeddings_output/performance/embeddings_performance1.npy
329,woke the next morning,embeddings_output/performance/embeddings_performance1.npy
330,to sunlight,embeddings_output/performance/embeddings_performance1.npy
331,streaming through the,embeddings_output/performance/embeddings_performance1.npy
332,wooden slats of the,embeddings_output/performance/embeddings_performance1.npy
333,hut.,embeddings_output/performance/embeddings_performance1.npy
334,She had no idea,embeddings_output/performance/embeddings_performance1.npy
335,how long she had slept.,embeddings_output/performance/embeddings_performance1.npy
336,She,embeddings_output/performance/embeddings_performance1.npy
337,propped herself up,embeddings_output/performance/embeddings_performance1.npy
338,on one elbow,embeddings_output/performance/embeddings_performance1.npy
339,and squinted at her,embeddings_output/performance/embeddings_performance1.npy
340,surroundings.,embeddings_output/performance/embeddings_performance1.npy
341,"Suddenly,",embeddings_output/performance/embeddings_performance1.npy
342,she heard a rustling in,embeddings_output/performance/embeddings_performance1.npy
343,the corner.,embeddings_output/performance/embeddings_performance1.npy
344,A small figure,embeddings_output/performance/embeddings_performance1.npy
345,"stood there, holding",embeddings_output/performance/embeddings_performance1.npy
346,a broom made,embeddings_output/performance/embeddings_performance1.npy
347,from Palm leaves.,embeddings_output/performance/embeddings_performance1.npy
348,Carmen,embeddings_output/performance/embeddings_performance1.npy
349,nearly screeched,embeddings_output/performance/embeddings_performance1.npy
350,"in shock, but",embeddings_output/performance/embeddings_performance1.npy
351,stopped herself at the last,embeddings_output/performance/embeddings_performance1.npy
352,"moment, so",embeddings_output/performance/embeddings_performance1.npy
353,that what came out,embeddings_output/performance/embeddings_performance1.npy
354,was a garbled yell.,embeddings_output/performance/embeddings_performance1.npy
355,The noise,embeddings_output/performance/embeddings_performance1.npy
356,frightened the girl,embeddings_output/performance/embeddings_performance1.npy
357,and she jumped back.,embeddings_output/performance/embeddings_performance1.npy
358,"Sorry,",embeddings_output/performance/embeddings_performance1.npy
359,you startled me!,embeddings_output/performance/embeddings_performance1.npy
360,Carmen said,embeddings_output/performance/embeddings_performance1.npy
361,the,embeddings_output/performance/embeddings_performance1.npy
362,girl continued to stare,embeddings_output/performance/embeddings_performance1.npy
363,at her with huge,embeddings_output/performance/embeddings_performance1.npy
364,brown eyes.,embeddings_output/performance/embeddings_performance1.npy
365,She looked,embeddings_output/performance/embeddings_performance1.npy
366,to be around 11,embeddings_output/performance/embeddings_performance1.npy
367,12 years old.,embeddings_output/performance/embeddings_performance1.npy
368,It dawned,embeddings_output/performance/embeddings_performance1.npy
369,on Carmen that,embeddings_output/performance/embeddings_performance1.npy
370,"[""she probably did not speak]",embeddings_output/performance/embeddings_performance1.npy
371,English.,embeddings_output/performance/embeddings_performance1.npy
372,Carmen,embeddings_output/performance/embeddings_performance1.npy
373,Carmen,embeddings_output/performance/embeddings_performance1.npy
374,said pointing,embeddings_output/performance/embeddings_performance1.npy
375,at her chest,embeddings_output/performance/embeddings_performance1.npy
376,"Alba, the",embeddings_output/performance/embeddings_performance1.npy
377,girl answered pointing,embeddings_output/performance/embeddings_performance1.npy
378,at her own.,embeddings_output/performance/embeddings_performance1.npy
379,Juan?,embeddings_output/performance/embeddings_performance1.npy
380,Carmen asked,embeddings_output/performance/embeddings_performance1.npy
381,"holding up her hands,",embeddings_output/performance/embeddings_performance1.npy
382,hoping,embeddings_output/performance/embeddings_performance1.npy
383,the girl could lead her,embeddings_output/performance/embeddings_performance1.npy
384,to the man from the night,embeddings_output/performance/embeddings_performance1.npy
385,"[""before'.]",embeddings_output/performance/embeddings_performance1.npy
386,"Nodding,",embeddings_output/performance/embeddings_performance1.npy
387,Alba motioned,embeddings_output/performance/embeddings_performance1.npy
388,for Carmen to follow,embeddings_output/performance/embeddings_performance1.npy
389,"her outside,",embeddings_output/performance/embeddings_performance1.npy
390,and Carmen got,embeddings_output/performance/embeddings_performance1.npy
391,her first glimpse of,embeddings_output/performance/embeddings_performance1.npy
392,the village in daylight.,embeddings_output/performance/embeddings_performance1.npy
393,Her hut was near,embeddings_output/performance/embeddings_performance1.npy
394,what appeared to be the village,embeddings_output/performance/embeddings_performance1.npy
395,center.,embeddings_output/performance/embeddings_performance1.npy
396,Women,embeddings_output/performance/embeddings_performance1.npy
397,stood around small,embeddings_output/performance/embeddings_performance1.npy
398,"fires, smoking",embeddings_output/performance/embeddings_performance1.npy
399,meats and stirring,embeddings_output/performance/embeddings_performance1.npy
400,soups.,embeddings_output/performance/embeddings_performance1.npy
401,Children,embeddings_output/performance/embeddings_performance1.npy
402,"ran around them,",embeddings_output/performance/embeddings_performance1.npy
403,dodging vines,embeddings_output/performance/embeddings_performance1.npy
404,on the ground.,embeddings_output/performance/embeddings_performance1.npy
405,A group of teenage,embeddings_output/performance/embeddings_performance1.npy
406,boys was hard,embeddings_output/performance/embeddings_performance1.npy
407,at work constructing,embeddings_output/performance/embeddings_performance1.npy
408,a new hut.,embeddings_output/performance/embeddings_performance1.npy
409,"Scanning the scene,",embeddings_output/performance/embeddings_performance1.npy
410,Carmen,embeddings_output/performance/embeddings_performance1.npy
411,spotted Juan across,embeddings_output/performance/embeddings_performance1.npy
412,"the clearing, deep",embeddings_output/performance/embeddings_performance1.npy
413,in conversation with,embeddings_output/performance/embeddings_performance1.npy
414,a small group of men.,embeddings_output/performance/embeddings_performance1.npy
415,Their clothing was more,embeddings_output/performance/embeddings_performance1.npy
416,decorative than most,embeddings_output/performance/embeddings_performance1.npy
417,"of the other villagers,",embeddings_output/performance/embeddings_performance1.npy
418,which made,embeddings_output/performance/embeddings_performance1.npy
419,Carmen think that they were,embeddings_output/performance/embeddings_performance1.npy
420,leaders of some sort.,embeddings_output/performance/embeddings_performance1.npy
421,When Juan noticed,embeddings_output/performance/embeddings_performance1.npy
422,"her, he whispered",embeddings_output/performance/embeddings_performance1.npy
423,"something to the other men,",embeddings_output/performance/embeddings_performance1.npy
424,who also,embeddings_output/performance/embeddings_performance1.npy
425,turned to stare,embeddings_output/performance/embeddings_performance1.npy
426,at Carmen.,embeddings_output/performance/embeddings_performance1.npy
427,For a brief,embeddings_output/performance/embeddings_performance1.npy
428,moment Carmen,embeddings_output/performance/embeddings_performance1.npy
429,felt uncomfortable,embeddings_output/performance/embeddings_performance1.npy
430,but then Juan,embeddings_output/performance/embeddings_performance1.npy
431,broke into a smile,embeddings_output/performance/embeddings_performance1.npy
432,and Strode over.,embeddings_output/performance/embeddings_performance1.npy
433,"Dr. Carmen, good",embeddings_output/performance/embeddings_performance1.npy
434,morning! he,embeddings_output/performance/embeddings_performance1.npy
435,said. I,embeddings_output/performance/embeddings_performance1.npy
436,will show you to the clinic,embeddings_output/performance/embeddings_performance1.npy
437,"now, yes?",embeddings_output/performance/embeddings_performance1.npy
438,Yes,embeddings_output/performance/embeddings_performance1.npy
439,"please, Carmen",embeddings_output/performance/embeddings_performance1.npy
440,"said, eager to get",embeddings_output/performance/embeddings_performance1.npy
441,started.,embeddings_output/performance/embeddings_performance1.npy
442,Juan,embeddings_output/performance/embeddings_performance1.npy
443,led Carmen down a,embeddings_output/performance/embeddings_performance1.npy
444,short path to,embeddings_output/performance/embeddings_performance1.npy
445,a hut that looked identical,embeddings_output/performance/embeddings_performance1.npy
446,to her own.,embeddings_output/performance/embeddings_performance1.npy
447,Inside,embeddings_output/performance/embeddings_performance1.npy
448,were two mattresses,embeddings_output/performance/embeddings_performance1.npy
449,placed directly,embeddings_output/performance/embeddings_performance1.npy
450,"on the ground,",embeddings_output/performance/embeddings_performance1.npy
451,plus a makeshift,embeddings_output/performance/embeddings_performance1.npy
452,table.,embeddings_output/performance/embeddings_performance1.npy
453,The only medical supplies,embeddings_output/performance/embeddings_performance1.npy
454,appeared to be,embeddings_output/performance/embeddings_performance1.npy
455,an old fashioned,embeddings_output/performance/embeddings_performance1.npy
456,"stethoscope,",embeddings_output/performance/embeddings_performance1.npy
457,a thermometer,embeddings_output/performance/embeddings_performance1.npy
458,and half empty box,embeddings_output/performance/embeddings_performance1.npy
